"WaterProviderName","FIPS_ID","FIPS_ID_Flag","GNIS_ID","GNIS_ID_Flag","DOLA_LG_ID","DOLA_LG_ID_Flag","BNDSS_ID","BNDSS_ID_Flag","PWS_ID","PWS_ID_Flag","BusinessEntity_ID","BusinessEntity_ID_Flag","OWF_ID","OWF_ID_Flag","LocalGovtType","EntityStartYear","EntityStartYear_Flag","EntityEndYear","EntityEndYear_Flag","County_CSV","NumCounty","IBCC_Basin","Latitude","Longitude","Lat_Long_Flag","Website","Website_Flag","WaterEfficiencyPlan_URL","WaterForecast_URL","Comment"
Idledale Water and Sanitation District,,N,,N,30041,G,IdledaleWSD,G,CO0130055,G,,N,IdledaleWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.667636,-105.242304,G,,x,,,
"Ignacio, Town of",38535,G,2412787,G,34015,G,Ignacio,G,CO0134500,G,,N,Ignacio,G,Municipality,,x,,x,La Plata,1,,37.118034,-107.637386,G,http://www.townofignacio.com/,G,,,
"Iliff, Town of",38590,G,2412788,G,38007,G,,M,CO0138015,G,,N,Iliff,C,Municipality,,x,,x,Logan,1,South Platte,40.759083,-103.066182,G,,N,,,Not in the original BNDSS list
Inverness Water and Sanitation District,,N,,N,64080,G,InvernessWSD,G,CO0203012,G,,N,InvernessWSD,G,Water and Sanitation District,,x,,x,"Arapahoe, Douglas",2,Metro,39.570995,-104.863495,G,www.invernesswater.org,G,,,
"Jamestown, Town of",39195,G,2412800,G,07018,G,Jamestown,G,CO0107401,G,,N,Jamestown,G,Municipality,,x,,x,Boulder,1,South Platte,40.118344,-105.391630,G,http://www.jamestownco.org/,G,,,
Johnstown Water-Sewer Trash,39855,G,2412807,G,64266,G,JohnstownWST,G,CO0162418,G,,N,JohnstownWST,G,Municipality,,x,,x,"Larimer, Weld",2,South Platte,40.349893,-104.948157,G,http://www.townofjohnstown.com/,G,,,
"Julesburg, Town of",39965,G,2412812,G,58004,G,,M,CO0158001,G,,N,Julesburg,C,Municipality,,x,,x,Sedgwick,1,South Platte,40.984514,-102.262760,G,http://www.townofjulesburg.com/,G,,,Not in the original BNDSS list
"Keenesburg, Town of",40185,G,2412820,G,62033,G,Keenesburg,G,CO0162438,G,,N,Keenesburg,G,Municipality,,x,,x,Weld,1,South Platte,40.111580,-104.503505,G,https://www.townofkeenesburg.com/,G,,,
Ken-Caryl Ranch Water and Sanitation District,,N,,N,30049,G,KenCarylWS,G,CO0103075,G,,N,KenCarylWS,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.567732,-105.151425,G,www.ken-carylwater.org,G,,,
"Kersey, Town of",40515,G,2412828,G,62035,G,Kersey,G,CO0055558,G,,N,Kersey,G,Municipality,,x,,x,Weld,1,South Platte,40.387783,-104.564447,G,http://www.townofkersey.com/,G,,,
"Kim, Town of",40570,G,2412834,G,36005,G,,M,CO0136400,G,,N,Kim,C,Municipality,,x,,x,Las Animas,1,,37.247062,-103.353411,G,,N,,,Not in the original BNDSS list
"Kiowa, Town of",40790,G,2412838,G,20005,G,Kiowa,G,CO0120015,G,,N,Kiowa,G,Municipality,,x,,x,Elbert,1,South Platte,39.343041,-104.455417,G,http://www.townofkiowa.com/,G,,,
"Kit Carson, Town of",41010,G,2412842,G,09013,G,,M,CO0109011,G,,N,KitCarson,C,Municipality,,x,,x,Cheyenne,1,,38.762823,-102.795366,G,http://kitcarsoncolorado.com/,G,,,Not in the original BNDSS list
"Kremmling, Town of",41560,G,2412848,G,25018,G,Kremmling,G,CO0125455,G,,N,Kremmling,G,Municipality,,x,,x,Grand,1,,40.056638,-106.378447,G,http://www.townofkremmling.org/,G,,,
"La Jara, Town of",42055,G,2412855,G,11009,G,,M,CO0111600,G,,N,LaJara,C,Municipality,,x,,x,Conejos,1,,37.273782,-105.960634,G,https://www.colorado.gov/townoflajara,G,,,Not in the original BNDSS list
"La Junta, City of",42110,G,2411574,G,45007,G,LaJunta,G,CO0145420,G,,N,LaJunta,G,Municipality,,x,,x,Otero,1,,37.978960,-103.547741,G,http://www.ci.la-junta.co.us/,G,,,
La Plata Archuleta Water District,,N,,N,65987,G,LaPlataArchWD,G,CO0134191,G,,N,LaPlataArchWD,G,Water District,,x,,x,La Plata,1,,37.135846,-107.674149,G,www.laplawd.org,G,,,Not in the Covered Entities database
La Plata West Water Authority,,N,,N,65949,G,LaPlataWestWA,G,,N,,N,LaPlataWestWA,G,Water Authority,,x,,x,La Plata,1,,37.271929,-107.879498,g1,,x,,,Not in the Covered Entities database
"La Salle, Town of",43605,G,2412856,G,62037,G,,M,CO0162466,G,,N,LaSalle,C,Municipality,,x,,x,Weld,1,South Platte,40.348480,-104.706165,G,http://www.lasalletown.com/,G,,,Not in the original BNDSS list
"La Veta, Town of",44100,G,2412857,G,28007,G,LaVeta,G,CO0128500,G,,N,LaVeta,G,Municipality,,x,,x,Huerfano,1,,37.508563,-105.008486,G,http://www.townoflaveta-co.gov/,G,,,
"Lafayette, City of",41835,G,2411592,G,07020,G,Lafayette,G,CO0107473,G,,N,Lafayette,G,Municipality,,x,,x,Boulder,1,South Platte,39.994674,-105.099662,G,https://www.cityoflafayette.com/,G,http://cwcbweblink.state.co.us/WebLink/0/doc/139908/Electronic.aspx,,
"Lake City, Town of",42330,G,2412863,G,27005,G,LakeCity,G,CO0127467,G,,N,LakeCity,G,Municipality,,x,,x,Hinsdale,1,,38.030037,-107.310630,G,http://www.lakecity.com/,G,,,
Lake Creek Metropolitan District,,N,,N,19021,G,,M,,M,,N,LakeCrkMD,C,Metropolitan District,,x,,x,Eagle,1,,39.621129,-106.619431,G,,x,,,Not in the original BNDSS list; former name was Lake Creek Meadows Water District
Lakehurst Water and Sanitation District,,N,,N,64082,G,LakehurstWSD,G,CO0130466,G,,N,LakehurstWSD,G,Water and Sanitation District,,x,,x,"Denver, Jefferson",2,Metro,39.638443,-105.112085,G,www.lakehurstwater.org,G,,,
"Lakeside, Town of",42495,G,2412865,G,30053,G,,M,,M,,N,Lakeside,C,Municipality,,x,,x,Jefferson,1,Metro,39.780209,-105.057946,G,,N,,,Not in the original BNDSS list
"Lakewood, City of",43000,G,2411614,G,30055,G,Lakewood,G,CO0130467,G,,N,Lakewood,G,Municipality,,x,,x,Jefferson,1,Metro,39.697801,-105.116772,G,http://www.ci.lakewood.co.us/,G,,,
"Lakewood/Fox Hollow Golf Course, City of",,N,,N,,N,LakeWdFoxHGC,G,,M,,N,LakeWdFoxHGC,G,,,x,,x,Jefferson,1,Metro,39.666093,-105.149047,g1,,x,,,
"Lamar, Town of",43110,G,2411617,G,50012,G,Lamar,G,CO0150700,G,,N,Lamar,G,Municipality,,x,,x,Prowers,1,,38.073651,-102.615165,G,http://www.ci.lamar.co.us/,G,,,
"Larkspur, Town of",43550,G,2412878,G,18021,G,,M,CO0118030,G,,N,Larkspur,C,Municipality,,x,,x,Douglas,1,Metro,39.231615,-104.892412,G,http://www.townoflarkspur.org/,G,,,Not in the original BNDSS list
"Las Animas, City of",43660,G,2411628,G,06005,G,LasAnimas,G,CO0106300,G,,N,LasAnimas,G,Municipality,,x,,x,Bent,1,,38.069518,-103.223542,G,https://www.colorado.gov/pacific/cityoflasanimas,G,,,
"Leadville, City of",44320,G,2411641,G,33004,G,,M,,M,,N,Leadville,C,Municipality,,x,,x,Lake,1,,39.247371,-106.293444,G,https://www.colorado.gov/leadville,G,,,Not in the original BNDSS list
Left Hand Water District,,N,,N,64194,G,LHWD,G,CO0107471,G,,N,LHWD,G,Water District,,x,,x,"Boulder, Broomfield, Weld",3,South Platte,40.109368,-105.129683,G,www.lefthandwater.org,G,,,
"Limon, Town of",44980,G,2412897,G,37007,G,Limon,G,CO0137015,G,,N,Limon,G,Municipality,,x,,x,Lincoln,1,,39.267942,-103.684451,G,http://www.townoflimon.com/,G,,,
Little Thompson Water District,,N,,N,64083,G,LTWD,G,CO0135477,G,,N,LTWD,G,Water District,,x,,x,"Boulder, Larimer, Weld",3,South Platte,40.321384,-105.016613,G,,x,,,
"Littleton, City of",45255,G,2410845,G,64085,G,Littleton,G,CO0103476,G,,N,Littleton,G,Municipality,,x,,x,"Arapahoe, Douglas, Jefferson",3,Metro,39.591525,-105.018772,G,http://www.littletongov.org/,G,,,
"Lochbuie, Town of",45530,G,2412905,G,62038,G,Lochbuie,G,CO0162486,G,,N,Lochbuie,G,Municipality,,x,,x,"Adams, Weld",2,South Platte,40.011701,-104.727105,G,http://www.lochbuie.org/,G,,,
Lochmoor Water and Sanitation District,,N,,N,64086,G,LochmoorWSD,G,CO0116485,G,,N,LochmoorWSD,G,Water and Sanitation District,,x,,x,"Denver, Jefferson",2,Metro,39.637521,-105.077583,G,,x,,,Not in the Covered Entities database
"Log Lane Village, Town of",45695,G,2412910,G,44009,G,LogLaneVlg,G,CO0144015,G,,N,LogLaneVlg,G,Municipality,,x,,x,Morgan,1,South Platte,40.270438,-103.829708,G,,N,,,
"Lone Tree, City of",45955,G,2410864,G,18104,G,,M,,M,,N,LoneTree,C,Municipality,,x,,x,Douglas,1,Metro,39.530806,-104.870980,G,http://www.cityoflonetree.com/,G,,,Not in the original BNDSS list
"Longmont, City of",45970,G,2410869,G,64205,G,Longmont,G,CO0107485,G,,N,Longmont,G,Municipality,,x,,x,"Boulder, Weld",2,South Platte,40.169066,-105.099499,G,https://www.longmontcolorado.gov/,G,https://www.longmontcolorado.gov/home/showdocument?id=18063,,
Longs Peak Water District,,N,,N,64206,G,,M,CO0107486,G,,N,LongsPeakWD,C,Water District,,x,,x,"Boulder, Weld",2,South Platte,40.214782,-105.095816,G,www.lpwd.org,G,,,Not in the original BNDSS list
Lookout Mountain Water District,,N,,N,64261,G,LookoutMtnWD,G,CO0110026,G,,N,LookoutMtnWD,G,Water District,,x,,x,"Clear Creek, Jefferson",2,Metro,39.714082,-105.269599,G,www.lookoutmountainwaterdistrict.org,G,,,Not in the Covered Entities database
Loretto Heights,,N,,N,,N,LorettoWS,G,CO0103486,G,,N,LorettoWS,G,,,x,,x,Arapahoe,1,Metro,39.647765,-104.987760,g1,,x,,,Not in the Covered Entities database
"Louisville, City of",46355,G,2410884,G,07029,G,Louisville,G,CO0107487,G,,N,Louisville,G,Municipality,,x,,x,Boulder,1,South Platte,39.970949,-105.144020,G,http://www.louisvilleco.gov/,G,http://cwcbweblink.state.co.us/WebLink/0/doc/194864/Electronic.aspx,,
"Loveland, City of",46465,G,2410886,G,35026,G,Loveland,G,CO0135485,G,,N,Loveland,G,Municipality,,x,,x,Larimer,1,South Platte,40.416724,-105.062065,G,http://www.cityofloveland.org/,G,http://www.ci.loveland.co.us/home/showdocument?id=17846,,
"Lyons, Town of",47070,G,2412930,G,07032,G,Lyons,G,CO0107496,G,,N,Lyons,G,Municipality,,x,,x,Boulder,1,South Platte,40.222857,-105.268858,G,http://www.townoflyons.com/,G,,,
"Manassa, Town of",48060,G,2412937,G,11010,G,,M,CO0111700,G,,N,Manassa,C,Municipality,,x,,x,Conejos,1,,37.173743,-105.937340,G,http://www.manassa.com/,G,,,Not in the original BNDSS list
"Mancos, Town of",48115,G,2412939,G,42016,G,Mancos,G,CO0142700,G,,N,Mancos,G,Municipality,,x,,x,Montezuma,1,,37.346648,-108.293969,G,http://www.mancoscolorado.com/,G,,,
"Manitou Springs, City of",48445,G,2411021,G,21030,G,ManitouSpgs,G,CO0121450,G,,N,ManitouSpgs,G,Municipality,,x,,x,El Paso,1,,38.857614,-104.912793,G,http://www.manitouspringsgov.com/,G,,,
Mansfield Heights Water and Sanitation District,,N,,N,03057,G,MansfieldHtsWSD,G,CO0103500,G,,N,MansfieldHtsWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.642294,-104.935290,G,,x,,,Not in the Covered Entities database
"Manzanola, Town of",48500,G,2412949,G,45009,G,Manzanola,G,CO0145450,G,,N,Manzanola,G,Municipality,,x,,x,Otero,1,,38.108767,-103.866809,G,,N,,,
"Marble, Town of",48555,G,2412952,G,26010,G,,M,,M,,N,Marble,C,Municipality,,x,,x,Gunnison,1,,39.071654,-107.190675,G,http://www.townofmarble.com/,G,,,Not in the original BNDSS list
May Valley Water Association,,N,,N,,N,MayValleyWAS,G,CO0150800,G,19871166887,G,MayValleyWAS,G,Company,,x,,x,Prowers,1,,38.153231,-102.719745,g1,,x,,,Not in the Covered Entities database
McClave Water Association,,N,,N,,N,McClaveWAS,G,CO0106500,G,19871178254,G,McClaveWAS,G,Company,,x,,x,Bent,1,,38.137524,-102.849835,g1,,x,,,Not in the Covered Entities database
"Mead, Town of",49600,G,2412970,G,62040,G,,M,CO0162500,G,,N,Mead,C,Municipality,,x,,x,Weld,1,South Platte,40.232164,-104.992771,G,http://www.townofmead.org/,G,,,Not in the original BNDSS list
Meadowbrook Water District,,N,,N,30061,G,MeadowbrookWS,G,CO0130500,G,,N,MeadowbrookWS,G,Water District,,x,,x,Jefferson,1,Metro,39.565971,-105.089457,G,www.meadowbrookwaterdistrict.com,G,,,Not in the Covered Entities database
"Meeker, Town of",49875,G,2412977,G,52007,G,Meeker,G,CO0152505,G,,N,Meeker,G,Municipality,,x,,x,Rio Blanco,1,,40.049988,-107.894444,G,http://www.townofmeeker.org/,G,,,
Menoken Water District,,N,,N,43024,G,MenokenWD,G,CO0143506,G,,N,MenokenWD,G,Water District,,x,,x,Montrose,1,,38.573516,-107.926963,G,,x,,,
Meridian Metropolitan District,,N,,N,18022,G,MeridianMD,G,CO0218015,G,,N,MeridianMD,G,Metropolitan District,,x,,x,Douglas,1,Metro,39.547260,-104.852203,G,,x,,,
Meridian Ranch Water and Sanitation District,,N,,N,21106,G,MeridianRanchWSD,G,CO0121455,G,,N,MeridianRanchWSD,G,Metropolitan District,,x,,x,El Paso,1,,38.985126,-104.588238,G,,x,,,
"Merino, Town of",50040,G,2412985,G,38011,G,,M,CO0138025,G,,N,Merino,C,Municipality,,x,,x,Logan,1,South Platte,40.483696,-103.353644,G,http://town.merino.co.us/,G,,,Not in the original BNDSS list
Mesa Cortina Water and Sanitation District,,N,,N,65084,G,MesaCortinaWSD,G,CO0159080,G,,N,MesaCortinaWSD,G,Water and Sanitation District,,x,,x,Summit,1,,39.622486,-106.087585,G,http://www.mesacortinawater.com/,G,,,
Mesa View Water District,,N,,N,52008,G,MesaViewWD,G,,M,,N,MesaViewWD,G,Water District,,x,,x,Rio Blanco,1,,40.020700,-107.920324,G,,x,,,
Mesa Water and Sanitation District,,N,,N,39026,G,,M,CO0139505,G,,N,MesaWSD,C,Water and Sanitation District,,x,,x,Mesa,1,,39.164455,-108.132660,G,,x,,,Not in the original BNDSS list
"Mesa, Community of",,N,174463,G,,N,Mesa,G,,M,,N,Mesa,G,Unincorporated community,,x,,x,Mesa,1,,39.166246,-108.138888,g1,,N,,,Not in the Covered Entities database
Mid Valley Metropolitan District,,N,,N,64211,G,MidVlyMD,G,CO0119508,G,,N,MidVlyMD,G,Metropolitan District,,x,,x,"Eagle, Garfield",2,,39.394103,-107.096078,G,,x,,,
"Milliken, Town of",50480,G,2413000,G,62043,G,Milliken,G,CO0162511,G,,N,Milliken,G,Municipality,,x,,x,Weld,1,South Platte,40.310302,-104.855720,G,http://millikenco.gov/,G,,,
Miners Mesa Residential Metropolitan District,,N,,N,24010,G,MinersMesaResMD,G,,M,,N,MinersMesaResMD,G,Metropolitan District,,x,,x,Gilpin,1,South Platte,40.186886,-105.073227,g1,,x,,,
"Minturn, Town of",50920,G,2413005,G,19024,G,,M,CO0119510,G,,N,Minturn,C,Municipality,,x,,x,Eagle,1,,39.545658,-106.386476,G,http://www.minturn.org/,G,,,Not in the original BNDSS list
"Moffat, Town of",51250,G,2413006,G,55005,G,,M,,M,,N,Moffat,C,Municipality,,x,,x,Saguache,1,,38.001922,-105.904881,G,https://www.colorado.gov/townofmoffat,G,,,Not in the original BNDSS list
"Monte Vista, City of",51635,G,2411143,G,53005,G,MonteVista,G,CO0153600,G,,N,MonteVista,G,Municipality,,x,,x,Rio Grande,1,,37.578860,-106.150015,G,http://www.cityofmontevista.com/,G,,,
"Montezuma, Town of",51690,G,2413008,G,59028,G,,M,,M,,N,Montezuma,C,Municipality,,x,,x,Summit,1,,39.581488,-105.867649,G,,N,,,Not in the original BNDSS list
Montezuma County Water District 1,,N,,N,42019,G,MontezumaCountyWD1,G,CO0142800,G,,N,MontezumaCountyWD1,G,Water District,,x,,x,Montezuma,1,,37.311504,-108.623501,G,,x,,,
Montezuma Water Company,,N,,N,,N,MontezumaWC,G,CO0142900,G,19871176663,G,MontezumaWC,G,Company,,x,,x,Montezuma,1,,37.456960,-108.586006,g1,,x,,,Not in the Covered Entities database
"Montrose, City of",51745,G,2411151,G,43004,G,Montrose,G,CO0143518,G,,N,Montrose,G,Municipality,,x,,x,Montrose,1,,38.468826,-107.859386,G,http://www.cityofmontrose.org/,G,,,
"Monument, Water Department, Town of",51800,G,2413009,G,21032,G,Monument,G,CO0121475,G,,N,Monument,G,Municipality,,x,,x,El Paso,1,,39.073227,-104.846099,G,http://www.townofmonument.org/,G,,,
Morgan County Quality Water District,,N,,N,64094,G,MCQWD,G,CO0144020,G,,N,MCQWD,G,Water District,,x,,x,"Morgan, Washington",2,South Platte,40.296777,-103.837642,G,,x,,,
Morrison Creek Water and Sanitation District,,N,,N,54006,G,MorrisonCrkWSD,G,CO0154518,G,,N,MorrisonCrkWSD,G,Water and Sanitation District,,x,,x,Routt,1,,40.247851,-106.832056,G,http://www.mcwater.org/,G,None,,
"Morrison, Town of",52075,G,2413014,G,30065,G,Morrison,G,CO0130085,G,,N,Morrison,G,Municipality,,x,,x,Jefferson,1,Metro,39.642922,-105.193672,G,http://town.morrison.co.us/,G,,,
Mount Werner Water and Sanitation District,,N,,N,54007,G,MtWernerWSD,G,CO0154524,G,,N,MtWernerWSD,G,Water and Sanitation District,,x,,x,Routt,1,,40.459493,-106.802953,G,www.mwwater.com,G,,,
"Mountain View, Town of",52350,G,2413021,G,30067,G,MtnView,G,CO0130518,G,,N,MtnView,G,Municipality,,x,,x,San Miguel,1,Metro,39.774769,-105.056773,G,http://www.townofmountainviewcolorado.org/,G,,,
"Mountain Village, Town of",52550,G,2413024,G,57027,G,,M,CO0157400,G,,N,MtnVlg,C,Municipality,,x,,x,San Miguel,1,,37.932344,-107.857548,G,https://townofmountainvillage.com/,G,,,Not in the original BNDSS list
Mountain Water and Sanitation District,,N,,N,64095,G,MtnWSD,G,CO0130100,G,,N,MtnWSD,G,Water and Sanitation District,,x,,x,"Clear Creek, Jefferson, Park",3,South Platte,39.499725,-105.354720,G,www.mtwaterandsan.com,G,,,
Mt Crested Butte Water and Sanitation District,,N,,N,26003,G,MtCrestedButteWSD,G,CO0126190,G,,N,MtCrestedButteWSD,G,Water and Sanitation District,,x,,x,Gunnison,1,,38.907638,-106.967097,G,http://www.mcbwsd.com/,G,,,Former name was Crested Butte Water and Sanitation District
"Mt Crested Butte, Town of",52570,G,2413018,G,26011,G,MtCrestedButte,G,,M,,N,MtCrestedButte,G,Municipality,,x,,x,Jefferson,1,,38.908150,-106.960465,G,http://www.mtcrestedbuttecolorado.us/,G,,,Not in the Covered Entities database
Mt Vernon Country Club Metropolitan District,,N,,N,30124,G,MtVernonCCWS,G,CO0130090,G,,N,MtVernonCCWS,G,Metropolitan District,,x,,x,Jefferson,1,Metro,39.725490,-105.289508,G,,x,,,Not in the Covered Entities database
Mustang Water Authority,,N,,N,65050,G,,M,CO0143525,G,,N,MustangWA,C,Water Authority,,x,,x,Montrose,1,,38.269580,-108.547898,g1,,x,,,Not in the original BNDSS list
"Naturita, Town of",53120,G,2413035,G,43005,G,,M,CO0143533,G,,N,Naturita,C,Municipality,,x,,x,Montrose,1,,38.218334,-108.566610,G,,N,,,Not in the original BNDSS list
Navajo Western Water District,,N,,N,28008,G,NavajoWesternWD,G,CO0128625,G,,N,NavajoWesternWD,G,Water District,,x,,x,Huerfano,1,,37.597956,-104.958964,G,,x,,,
"Nederland, Town of",53175,G,2413037,G,07033,G,,M,CO0107538,G,,N,Nederland,C,Municipality,,x,,x,Boulder,1,South Platte,39.963280,-105.507173,G,http://nederlandco.org/,G,,,Not in the original BNDSS list
"New Castle, Town of",53395,G,2413042,G,23012,G,NewCastle,G,CO0123538,G,,N,NewCastle,G,Municipality,,x,,x,Garfield,1,,39.577584,-107.526809,G,http://www.newcastlecolorado.org/,G,,,
Newdale-Grand Valley Water Company,,N,,N,,N,NewdaleGrandValleyWC,G,CO0145480,G,19871171775,G,NewdaleGrandValleyWC,G,Company,,x,,x,Otero,1,,38.052508,-103.720227,g1,,x,,,Not in the Covered Entities database
North Carter Lake Water District,,N,,N,35029,G,NCarterLakeWD,G,CO0135553,G,,N,NCarterLakeWD,G,Water District,,x,,x,Larimer,1,South Platte,40.362093,-105.235004,G,,x,,,
North Holbrook Water Company,,N,,N,,N,NHolbrook,G,CO0145630,G,19911046735,G,NHolbrook,G,Company,,x,,x,Otero,1,,38.075585,-103.583174,g1,,N,,,Not in the Covered Entities database
North Lincoln Water and Sanitation District,,N,,N,01015,G,NLincolnWSD,G,CO0116552,G,,N,NLincolnWSD,G,Water and Sanitation District,,x,,x,Adams,1,Metro,39.794184,-104.999922,G,,x,,,Not in the Covered Entities database
North Pecos Water and Sanitation District,,N,,N,64100,G,NPecosWSD,G,CO0116553,G,,N,NPecosWSD,G,Water and Sanitation District,,x,,x,"Adams, Denver",2,Metro,39.808757,-104.996664,G,,x,,,
North Range Metropolitan District,,N,,N,,m,NRangeMD,G,,M,,N,NRangeMD,G,Metropolitan District,,x,,x,Adams,1,,,,m,,x,,,Has split into multiple metropolitan districts; unsure of which DOLA_LG_ID to use
North Table Mountain Water and Sanitation District,,N,,N,30070,G,,M,CO0130105,G,,N,NTableMtnWSD,C,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.793214,-105.183038,G,www.ntmwater.org,G,,,Not in the original BNDSS list
North Washington Street Water and Sanitation District,,N,,N,64102,G,NWashingtonStreetWSD,G,CO0101105,G,,N,NWashingtonStreetWSD,G,Water and Sanitation District,,x,,x,"Adams, Denver",2,Metro,39.826851,-104.967958,G,www.colorado.gov/nwswsd/,G,,,
North Weld County Water District,,N,,N,64103,G,NWCWD,G,CO0162553,G,,N,NWCWD,G,Water District,,x,,x,"Larimer, Weld",2,South Platte,40.528472,-104.721275,G,www.nwcwd.org,G,,,
Northern Colorado Water Conservancy District,,N,,N,64105,G,NCWCD,G,,N,,N,NCWCD,G,Water Conservancy District,,x,,x,"Boulder, Broomfield, Larimer, Logan, Morgan, Sedgwick, Washington, Weld",8,South Platte,40.442862,-104.403662,G,,x,,,Not in the Covered Entities database
Northern Douglas County Water and Sanitation District,,N,,N,18015,G,NDouglasCoWSD,G,CO0118016,G,,N,NDouglasCoWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.540997,-104.940859,G,,x,,,
Northgate Water District,,N,,N,01017,G,NorthgateWD,G,CO0101106,G,,N,NorthgateWD,G,Water District,,x,,x,Adams,1,Metro,39.823123,-105.022465,G,,x,,,
"Northglenn, City of",54330,G,2411280,G,64198,G,Northglenn,G,CO0101115,G,,N,Northglenn,G,Municipality,,x,,x,"Adams, Weld",2,Metro,39.910650,-104.978275,G,https://www.northglenn.org/,G,https://www.northglenn.org/files/2007WaterConservationPlan.pdf,,
"Norwood, Town of",54880,G,2413057,G,57007,G,Norwood,G,CO0157500,G,,N,Norwood,G,Municipality,,x,,x,San Miguel,1,,38.129052,-108.291818,G,http://www.norwoodtown.com/,G,,,
"Nucla, Town of",54935,G,2413058,G,43007,G,Nucla,G,CO0143559,G,,N,Nucla,G,Municipality,,x,,x,Montrose,1,,38.266712,-108.548742,G,http://www.colorado.gov/nucla,G,,,
"Nunn, Town of",55045,G,2413059,G,62045,G,,M,CO0162559,G,,N,Nunn,C,Municipality,,x,,x,Weld,1,South Platte,40.713256,-104.788313,G,http://www.nunncolorado.com/,G,,,Not in the original BNDSS list
"Oak Creek Public Works, Town of",55155,G,2413061,G,54010,G,OakCrk,G,CO0154566,G,,N,OakCrk,G,Municipality,,x,,x,Routt,1,,40.274068,-106.957403,G,http://www.townofoakcreek.com/,G,,,
"Olathe, Town of",55540,G,2413078,G,43012,G,Olathe,G,CO0143582,G,,N,Olathe,G,Municipality,,x,,x,Montrose,1,,38.608195,-107.983386,G,http://www.townofolathe.org/,G,,,
"Olney Springs, Town of",55705,G,2413079,G,13004,G,OlneySpgs,G,CO0113500,G,,N,OlneySpgs,G,Municipality,,x,,x,Crowley,1,,38.166274,-103.944491,G,,N,,,
"Ophir, Town of",55870,G,2413085,G,57008,G,,M,CO0157600,G,,N,Ophir,C,Municipality,,x,,x,San Miguel,1,,37.856809,-107.831243,G,http://www.town-ophir.co.gov/,G,,,Not in the original BNDSS list
"Orchard City, Town of",55980,G,2413088,G,15022,G,OrchardCity,G,CO0115588,G,,N,OrchardCity,G,Municipality,,x,,x,Delta,1,,38.814462,-107.970446,G,http://www.orchardcityco.org/,G,,,
"Ordway, Town of",56145,G,2413090,G,13006,G,Ordway,G,CO0113700,G,,N,Ordway,G,Municipality,,x,,x,Crowley,1,,38.220898,-103.756680,G,http://www.ordway.co.towngovt.org/,G,,,
Other in Bent Co,,N,,N,,N,BentCountyOther,G,,N,,N,BentCountyOther,G,County government,,x,,x,Bent,1,,38.066674,-103.222708,g1,,N,,,Not in the Covered Entities database
Other in Otero Co,,N,,N,,N,OteroCountyOther,G,,N,,N,OteroCountyOther,G,County government,,x,,x,Otero,1,,37.986470,-103.543843,g1,,N,,,Not in the Covered Entities database
Other in Prowers Co,,N,,N,,N,ProwersCountyOther,G,,N,,N,ProwersCountyOther,G,County government,,x,,x,Prowers,1,,38.086792,-102.618437,g1,,N,,,Not in the Covered Entities database
"Otis, Town of",56365,G,2413094,G,61006,G,Otis,G,CO0161010,G,,N,Otis,G,Municipality,,x,,x,Washington,1,South Platte,40.150129,-102.962139,G,https://www.colorado.gov/pacific/townofotis,G,,,
"Ouray Public Works, City of",56420,G,2411342,G,46007,G,Ouray,G,CO0146588,G,,N,Ouray,G,Municipality,,x,,x,Ouray,1,,38.027463,-107.673310,G,http://www.ci.ouray.co.us/,G,,,
"Ovid, Town of",56475,G,2413096,G,58007,G,Ovid,G,CO0158005,G,,N,Ovid,G,Municipality,,x,,x,Sedgwick,1,South Platte,40.960818,-102.388343,G,http://www.ovidcolorado.com/,G,,,
Pagosa Area Water and Sanitation District,,N,,N,04003,G,PagosaAreaWSD,G,CO0104300,G,,N,PagosaAreaWSD,G,Water and Sanitation District,,x,,x,Archuleta,1,,37.257624,-107.046080,G,www.pawsd.org,G,,,
"Pagosa Springs, Town of",56860,G,2413099,G,04006,G,PagosaSpgs,G,,M,,N,PagosaSpgs,G,Municipality,,x,,x,Archuleta,1,,37.267059,-107.032155,G,http://www.townofpagosasprings.com/,G,,,
Paint Brush Hills Metropolitan District,,N,,N,21074,G,PaintBrushHlsMD,G,CO0221690,G,,N,PaintBrushHlsMD,G,Metropolitan District,,x,,x,El Paso,1,,38.975506,-104.620306,G,,x,,,Not in the Covered Entities database
"Palisade, Town of",56970,G,2413101,G,39034,G,Palisade,G,CO0139600,G,,N,Palisade,G,Municipality,,x,,x,Mesa,1,,39.108248,-108.357391,G,http://www.townofpalisade.org/,G,,,
"Palmer Lake, Town of",57025,G,2413103,G,21034,G,PalmerLake,G,CO0121575,G,,N,PalmerLake,G,Municipality,,x,,x,El Paso,1,,39.115196,-104.906009,G,http://www.townofpalmerlake.com/,G,,,
Panorama Improvement District,,N,,N,39035,G,PanoramaImpD,G,,M,,N,PanoramaImpD,G,Metropolitan District,,x,,x,Mesa,1,,39.095831,-108.655706,G,,x,,,
