X,Y,source,url,alt_addres,lgname,lgtypeid,lgstatusid,prev_name,mail_addre,mail_city,lgid,mail_state,mail_zip,abbrev_nam
-104.765193719881,39.4385647303463,Douglas County Open Data 4-27-2015,,,Pinery West Metropolitan District No. 3,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,18113,CO,80122,Pinery West Metropolitan District No. 3
-104.823960668753,39.3911809588429,Douglas County Open Data 4-27-2015,,"c/o White, Bear and Ankele, P.C.",Castle Oaks Metropolitan District,6,1,,"2154 E. Common Ave., Suite 2000",Centennial,18124,CO,80122,Castle Oaks Metropolitan District
-104.992695097695,39.2856609466114,Douglas County Open Data 4-27-2015,,"c/o Icenogle Seaver Pogue, P.C.",Remuda Ranch Metropolitan District,6,1,,"4725 South Monaco Street, Suite 225",Denver,66070,CO,80237,Remuda Ranch Metropolitan District
-104.976585872373,39.4550784448748,Douglas County Open Data 4-27-2015,,,Sedalia Water & Sanitation District,12,1,,PO Box 222,Sedalia,18038,CO,80135,Sedalia Water & Sanitation District
-104.855468073512,39.4770592445782,Douglas County Open Data 4-27-2015,,c/o White Bear Ankele Tanaka and Waldron,Canyons Metropolitan District No. 5,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,66225,CO,80122-1880,Canyons Metropolitan District No. 5
-104.822687590884,39.294898503552,Douglas County Open Data 4-27-2015,,,Stone Canon Ranch Metropolitan District,6,1,,PO Box 882,Castle Rock,65188,CO,80104,Stone Canon Ranch Metropolitan District
-105.055300574191,39.5162117678021,Douglas County Open Data 4-27-2015,,,Chatfield South Water District,11,1,,"7995 E. Prentice Avenue, Suite 103E",Greenwood Village,18108,CO,80111,Chatfield South Water District
-104.878226380374,39.5135801169988,Douglas County Open Data 4-27-2015,,c/o Clifton Larson Allen,Rampart Range Metropolitan District No. 3,6,1,,8390 E Crescent Pkwy Ste 500,Denver,18127,CO,80111,Rampart Range Metropolitan District #3
-104.886190008563,39.4549832344694,Douglas County Open Data 4-27-2015,,"c/o Spencer Fane & Grimshaw, LLP",Castle Pines Town Center Metropolitan District No. 3,6,1,,"1700 Lincoln Street, Suite 3800",Denver,66365,CO,80203-4538,Castle Pines Town Ctr. Metro. Dist. #3
-104.879095069503,39.5449592940006,Douglas County Open Data 4-27-2015,http://www.heritagehillsmetro.org,,Heritage Hills Metropolitan District,6,1,,"6892 S. Yosemite Court, Ste. 2-101",Centennial,18105,CO,80112,Heritage Hills Metropolitan District
-104.807547874553,39.5101428515182,Douglas County Open Data 4-27-2015,,,Regency Metropolitan District,6,1,,"141 Union Boulevard, Suite 150",Lakewood,65557,CO,80228-1898,Regency Metropolitan District
-104.821152823504,39.5438634361541,Douglas County Open Data 4-27-2015,,,Grandview Estates Rural Water Conservation District,18,1,,P.O. Box 4292,Parker,65674,CO,80134,Grandview Estates Rural Water Cons. Dist
-104.861411745734,39.3256745131259,Douglas County Open Data 4-27-2015,,,Lanterns Metropolitan District No. 1,6,1,Lanterns Metropolitan District,"141 Union Boulevard, Suite 150",Lakewood,65223,CO,80228-1898,Lanterns Metropolitan District No. 1
-104.855468073512,39.4770592445782,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Canyons Metropolitan District No. 10,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,66230,CO,80122-1880,Canyons Metropolitan District No. 10
-104.875996179509,39.5278540365877,Douglas County Open Data 4-27-2015,,c/o CliftonLarsonAllen LLP,Rampart Range Metropolitan District No. 7,6,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,65475,CO,80111-2814,Rampart Range Metropolitan District #7
-104.792947175772,39.3744961654154,Douglas County Open Data 4-27-2015,,"c/o Seter & Vander Wall, P.C.",Vistas at Rock Canyon Metropolitan District,6,1,,"7400 East Orchard Road, Suite 3300",Greenwood Village,65300,CO,80111,Vistas at Rock Canyon Metro. District
-105.029866052635,39.4965682750492,Douglas County Open Data 4-27-2015,,,Sterling Ranch Colorado Metropolitan District No. 1,6,1,,8390 E Crescent Pkwy Ste 500,Greenwood Village,66462,CO,80111,Sterling Ranch Colorado Metro. Dist. #1
-104.872449662237,39.5598281972247,Douglas County Open Data 4-27-2015,,,Park Meadows Business Improvement District,57,1,,1988 E. Ross Lane,Highlands Ranch,65726,CO,80126,Park Meadows B.I.D.
-104.82765573792,39.5325152293195,Douglas County Open Data 4-27-2015,,,Meridian Village Metropolitan District No. 4,6,1,,6380 S Fiddlers Green Cir Ste 400,Greenwood Village,65281,CO,80111,Meridian Village Metro. District #4
-104.834397875124,39.5087197094822,Douglas County Open Data 4-27-2015,,c/o Clifton Larson Allen,Rampart Range Metropolitan District No. 8,6,1,,8390 E Crescent Pkwy Ste 500,Greenwood Village,65476,CO,80111,Rampart Range Metropolitan District #8
-104.855468073512,39.4770592445782,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Canyons Metropolitan District No. 11,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,66231,CO,80122-1880,Canyons Metropolitan District No. 11
-104.894614341139,39.489221752759,Douglas County Open Data 4-27-2015,,,Hidden Pointe Metropolitan District,6,1,Green Valley Water and Sanitation District,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,18102,CO,80111-2814,Hidden Pointe Metropolitan District
-104.816626713212,39.5608923548172,Douglas County Open Data 4-27-2015,,c/o Clifton Larson Allen,Compark Business Campus Metropolitan District,6,1,E-470 Business Metropolitan District,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,18109,CO,80111-2814,Compark Business Campus Metro. District
-104.771654806677,39.5637998911599,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Kings Point South Metropolitan District No. 1,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65122,CO,80122,Kings Point South Metro. District No. 1
-104.856007455797,39.4769418775068,Douglas County Open Data 4-27-2015,,c/o White Bear Ankele Tanaka and Waldron,Canyons Metropolitan District No. 1,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,65039,CO,80122,Canyons Metropolitan District No. 1
-104.817696872666,39.5037313560565,Douglas County Open Data 4-27-2015,,,Parker Homestead Metropolitan District,6,1,,141 Union Blvd Ste 150,Lakewood,66298,CO,80228-1898,Parker Homestead Metropolitan District
-104.827527367847,39.3225357691798,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Crystal Valley Metropolitan District No. 1,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,18081,CO,80122,Crystal Valley Metro. District No. 1
-104.839270490656,39.4443703130275,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Canyons Metropolitan District No. 3,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65041,CO,80122,Canyons Metropolitan District No. 3
-104.817301565213,39.5282436538865,Douglas County Open Data 4-27-2015,,c/o Grimshaw & Harring,Sierra Ridge Metropolitan District No. 2,6,1,,"1700 Lincoln Street, Suite 3800",Denver,65461,CO,80203-4538,Sierra Ridge Metropolitan District No. 2
-104.833901346541,39.5608911341697,Douglas County Open Data 4-27-2015,,c/o Clifton Larson Allen,Concord Metropolitan District,6,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,18117,CO,80111-2814,Concord Metropolitan District
-104.905867087337,39.3166471639236,Douglas County Open Data 4-27-2015,,c/o Folkestad Fazekas Barrick & Patoile,Dawson Ridge Metropolitan District No. 4,6,1,,"18 S. Wilcox Street, Suite 200",Castle Rock,18073,CO,80104,Dawson Ridge Metropolitan District No. 4
-104.795730246122,39.3607195493925,Douglas County Open Data 4-27-2015,,c/o Special District Management,Castlewood Ranch Metropolitan District,6,1,Villages at Castle Rock Metropolitan District No. 2,"141 Union Boulevard, Suite 150",Lakewood,18046,CO,80228-1898,Castlewood Ranch Metropolitan District
-104.703930481461,39.4824498103468,Douglas County Open Data 4-27-2015,,,Tallman Gulch Metropolitan District,6,1,,7995 E. Prentice Ave Suite 103E,Greenwood Village,65645,CO,80111,Tallman Gulch Metropolitan District
-104.881658149731,39.4161371858564,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele Tanaka & Waldron, P.C.",Promenade at Castle Rock Metropolitan District No. 3,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,66527,CO,80122-1880,Promenade at Castle Rock Metro. Dist. #3
-104.70616288516,39.5518479654271,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",RockingHorse Metropolitan District No. 1,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65063,CO,80122,Rockinghorse Metropolitan District No. 1
-104.834693884161,39.5468943891112,Douglas County Open Data 4-27-2015,,c/o Cordillera Corporation,Airport Vista Metropolitan District No. 2,6,1,,7800 E Dorado Pl Ste 250,Englewood,66002,CO,80111-2336,Airport Vista Metropolitan District #2
-104.767200544731,39.4853425349769,Douglas County Open Data 4-27-2015,,Professional Community Mgmt Services,Cherry Creek South Metropolitan District No. 1,6,1,,7208 S Tucson Way Ste 125,Centennial,18053,CO,80112,Cherry Creek South Metro. District No. 1
-104.91162170245,39.3929718797094,Douglas County Open Data 4-27-2015,,c/o Spencer Fane Britt & Browne LLP,Meadows Metropolitan District No. 2,6,1,,1700 Lincoln St Ste 2000,Denver,18057,CO,80203,Meadows Metropolitan District No. 2
-104.835579658282,39.4293176771939,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Canyons Metropolitan District No. 4,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65042,CO,80122,Canyons Metropolitan District No. 4
-104.796115610782,39.4806876854781,Douglas County Open Data 4-27-2015,,c/o Professional Community Mgmt Services,Cherry Creek South Metropolitan District No. 11,6,1,,7208 S Tucson Way Ste 125,Centennial,65344,CO,80112,Cherry Creek S. Metro. District No. 11
-104.819603522906,39.3749159134764,Douglas County Open Data 4-27-2015,,"c/o White Bear and Ankele, P.C.",Castle Oaks Metropolitan District No. 2,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65591,CO,80122,Castle Oaks Metropolitan District No. 2
-104.879738751207,39.4201268782886,Douglas County Open Data 4-27-2015,,,Castle Pines Commercial Metropolitan District No. 2,6,1,,"8390 E. Crescent Pkwy., Ste. 500",Greenwood Village,18085,CO,80111,Castle Pines Commercial Metro. Dist. #2
-104.879333250694,39.4234189123215,Douglas County Open Data 4-27-2015,,,Castle Pines Commercial Metropolitan District No. 5,6,1,,"8390 E. Crescent Pkwy., Ste. 500",Greenwood Village,18088,CO,80111,Castle Pines Commercial Metro. Dist. #5
-104.777257168837,39.4939312303216,Douglas County Open Data 4-27-2015,,"c/o Dufford & Brown, P.C.",Horseshoe Ridge Metropolitan District No. 3,6,1,,"1700 Broadway, Suite 2100",Denver,65503,CO,80290,Horseshoe Ridge Metro. District #3
-105.103884175633,39.4851912038108,Hybrid Douglas 4-27-15 JeffCo 7-1-15,http://www.roxwater.org,"c/o Icenogle Seaver Pogue, P.C.",Roxborough Water and Sanitation District,12,1,Roxborough Park Metropolitan District,"4725 S. Monaco St., Ste. 225",Denver,18031,CO,80237,Roxborough Water and Sanitation District
-104.940859196214,39.5409973632068,Douglas County Open Data 4-27-2015,,c/o CliftonLarsonAllen LLP,Northern Douglas County Water & Sanitation District,12,1,"Highlands Ranch Water and Sanitation District, Phase III","8390 E. Crescent Parkway, Suite 500",Greenwood Village,18015,CO,80111-2814,N. Douglas County Water & San. Dist.
-104.731574172883,39.4431757801003,Douglas County Open Data 4-27-2015,,,High Prairie Farms Metropolitan District,6,1,Pinery East Metropolitan District,107 Wilcox Ste 100,Castle Rock,18083,CO,80104,High Prairie Farms Metropolitan District
-105.028819943843,39.4965659733607,Douglas County Open Data 4-27-2015,,,Sterling Ranch Colorado Metropolitan District No. 5,6,1,,8390 E Crescent Pkwy Ste 500,Greenwood Village,66466,CO,80111,Sterling Ranch Colorado Metro. Dist. #5
-104.870993521803,39.4083785038833,Douglas County Open Data 4-27-2015,,,Castleton Center Water & Sanitation District,12,1,,PO Box 1071,Castle Rock,18004,CO,80104,Castleton Center Water & San. District
-104.840968468353,39.3316583789629,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Crystal Valley Metropolitan District No. 2,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,18082,CO,80122,Crystal Valley Metro. District No. 2
-104.855468073512,39.4770592445782,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Canyons Metropolitan District No. 7,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,66227,CO,80122-1880,Canyons Metropolitan District No. 7
-104.791188409521,39.5139520027865,Douglas County Open Data 4-27-2015,,CRS of Colorado LLC,Olde Town Metropolitan District,6,1,,7995 E Prentice Ave Ste 103E,Greenwood Village,65311,CO,80011,Olde Town Metropolitan District
-104.762518240643,39.4609897898747,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Pinery Commercial Metropolitan District No. 2,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65485,CO,80122,Pinery Commercial Metro. District #2
-104.71553037271,39.4089789398916,Douglas County Open Data 4-27-2015,,"c/o McGready Sisneros, PC",High Prairie Polo Club Metropolitan District No. 2,6,1,,450 E 17th Ave Ste 400,Denver,66197,CO,80203,High Prairie Polo Club Metro. Dist. #2
-104.996966260116,40.2076940513931,Weld Tax Districts 4-28-2015,,,Mead Place Metropolitan District No. 4,6,1,,10450 E 159th Ct,Brighton,66130,CO,80602,Mead Place Metropolitan District No. 4
-104.870476049272,39.4113338635668,Douglas County Open Data 4-27-2015,,,Castle Pines Commercial Metropolitan District No. 4,6,1,,"8390 E. Crescent Pkwy., Ste. 500",Greenwood Village,18087,CO,80111,Castle Pines Commercial Metro. Dist. #4
-104.877347729751,39.4156912303035,Douglas County Open Data 4-27-2015,,,Castle Pines Commercial Metropolitan District No. 3,6,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,18086,CO,80111,Castle Pines Commercial Metro. Dist. #3
-104.774566387419,39.5398077679577,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Parker Automotive Metropolitan District,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,65257,CO,80122,Parker Automotive Metropolitan District
-104.795718043232,39.5565093406997,Douglas County Open Data 4-27-2015,,,Cottonwood Metropolitan District,6,1,,PO Box 2917,Littleton,18036,CO,80161,Cottonwood Metropolitan District
-104.899471680624,39.3311610852084,Douglas County Open Data 4-27-2015,,c/o Folkestad Fazekas Barrick & Patoile,Dawson Ridge Metropolitan District No. 1,6,1,,"18 S. Wilcox Street, Ste 200",Castle Rock,18070,CO,80104,Dawson Ridge Metropolitan District No. 1
-104.776843183107,39.4949225694063,Douglas County Open Data 4-27-2015,,"Wells Fargo Building, Suite 2000",Horseshoe Ridge Metropolitan District No. 1,6,1,,1700 Lincoln Street,Denver,65501,CO,80203-4554,Horseshoe Ridge Metro. District #1
-104.855468073512,39.4770592445782,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Canyons Metropolitan District No. 9,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,66229,CO,80122-1880,Canyons Metropolitan District No. 9
-104.796115610782,39.4806876854781,Douglas County Open Data 4-27-2015,,c/o Professional Community Mgmt Services,Cherry Creek South Metropolitan District No. 9,6,1,,7208 S Tucson Way Ste 125,Centennial,65342,CO,80112,Cherry Creek South Metro. District No. 9
-104.864284532569,39.3034248062231,Douglas County Open Data 4-27-2015,,c/o CliftonLarsonAllen LLP,BMR Metropolitan District,6,1,Bell Mountain Ranch Master Metropolitan District,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,18064,CO,80111-2814,BMR Metropolitan District
-104.720682770161,39.4978078347389,Douglas County Open Data 4-27-2015,,c/o CliftonLarsonAllen LLP,Canterberry Crossing Metropolitan District II,6,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,18122,CO,80111-2814,Canterberry Crossing Metro. District II
-105.028435823237,39.571654825695,Douglas County Open Data 4-27-2015,,,Littleton Fire Protection District,8,1,,5890 So. Bemis Street Suite 101,Littleton,64084,CO,80120,Littleton Fire Protection District
-104.796115610782,39.4806876854781,Douglas County Open Data 4-27-2015,,c/o Professional Community Mgmt Services,Cherry Creek South Metropolitan District No. 8,6,1,,7208 S Tucson Way Ste 125,Centennial,65341,CO,80112,Cherry Creek South Metro. District No. 8
-104.775489178959,39.5467736353643,Douglas County Open Data 4-27-2015,,"c/o Erin Smith - Norton, Smith & Keane PC",Westcreek Metropolitan District No. 2,6,1,,1331 17th St Ste 500,Denver,65723,CO,80202,Westcreek Metropolitan District No. 2
-105.015499395983,39.5493366518333,Douglas County Open Data 4-27-2015,www.highlandsranch.org,,Highlands Ranch Metropolitan District No. 5,6,1,"Highlands Ranch Water and Sanitation District, Phase VI",62 West Plaza Drive,Highlands Ranch,18018,CO,80129,Highlands Ranch Metro. District No. 5
-105.029604566898,39.4965676553111,Douglas County Open Data 4-27-2015,,,Sterling Ranch Colorado Metropolitan District No. 2,6,1,,8390 E Crescent Pkwy Ste 500,Greenwood Village,66463,CO,80111,Sterling Ranch Colorado Metro. Dist. #2
-104.842111428479,39.3856649298112,Douglas County Open Data 4-27-2015,,c/o Special District Management,Villages At Castle Rock Metropolitan District No. 7,6,1,,"141 Union Boulevard, Suite 150",Lakewood,18051,CO,80228-1898,Villages at Castle Rock Metro. Dist. #7
-104.830505792626,39.5506094812106,Douglas County Open Data 4-27-2015,,c/o Cordillera Corporation,Airport Vista Metropolitan District No. 1,6,1,,7800 E Dorado Pl Ste 250,Englewood,66001,CO,80111-2336,Airport Vista Metropolitan District #1
-104.780821033644,39.4969253186405,Douglas County Open Data 4-27-2015,,"c/o Dufford & Brown, P.C.",Horseshoe Ridge Metropolitan District No. 2,6,1,,"1700 Broadway, Suite 2100",Denver,65502,CO,80290,Horseshoe Ridge Metro. District #2
-104.679444857774,39.4038097944946,Douglas County Open Data 4-27-2015,,c/o Spencer Fane LLP,Foxhill Metropolitan District No. 1,6,1,,1700 Lincoln St Ste 2000,Denver,65577,CO,80203,Foxhill Metropolitan District No. 1
-104.929352782107,39.329596246547,Douglas County Open Data 4-27-2015,www.DouglasCountyLibraries.org,,Douglas County Libraries,16,1,Douglas Public Library District,100 S Wilcox Street,Castle Rock,18095,CO,80104-2788,Douglas County Libraries
-104.858600567513,39.3677299281837,Douglas County Open Data 4-27-2015,,c/o Town of Castle Rock,Castle Rock Downtown Development Authority,26,1,,100 North Wilcox Street,Castle Rock,66061,CO,80104,Castle Rock D.D.A.
-104.852203257749,39.5472596966968,Douglas County Open Data 4-27-2015,,,Meridian Metropolitan District,6,1,Lincoln Park West Metropolitan District,6380 S Fiddler's Green Cir Ste 400,Greenwood Village,18022,CO,80111,Meridian Metropolitan District
-104.804766091239,39.5622085808543,Douglas County Open Data 4-27-2015,,,E-470 Potomac Metropolitan District,6,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,18114,CO,80111-2814,E-470 Potomac Metropolitan District
-104.796115610782,39.4806876854781,Douglas County Open Data 4-27-2015,,c/o Professional Community Mgmt Services,Cherry Creek South Metropolitan District No. 6,6,1,,7208 S Tucson Way Ste 125,Centennial,65339,CO,80112,Cherry Creek South Metro. District No. 6
-104.826450745201,39.3562927972762,Douglas County Open Data 4-27-2015,,"c/o White Bear Ankele, P.C.",Castleview Metropolitan District,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65799,CO,80122,Castleview Metropolitan District
-104.899401258932,39.320304168994,Douglas County Open Data 4-27-2015,,c/o Folkestad Fazekas Barrick & Patoile,Dawson Ridge Metropolitan District No. 2,6,1,,"18 S. Wilcox Street, Suite 200",Castle Rock,18071,CO,80104,Dawson Ridge Metropolitan District No. 2
-104.803659703369,39.4987105407618,Douglas County Open Data 4-27-2015,www.pwsd.org,,Parker Water & Sanitation District,12,1,,19801 E Mainstreet,Parker,18027,CO,80138,Parker Water & Sanitation District
-104.888537111752,39.2208010683937,Douglas County Open Data 4-27-2015,www.larkspurfire.org,,Larkspur Fire Protection District,8,1,,9414 South Spruce Mountain Road,Larkspur,18097,CO,80118,Larkspur Fire Protection District
-104.858819710254,39.5556428448236,Douglas County Open Data 4-27-2015,,,North Meridian Metropolitan District,6,1,,6380 S Fiddler's Green Cir Ste 400,Greenwood Village,18121,CO,80111,North Meridian Metropolitan District
-105.028297143243,39.4965645403234,Douglas County Open Data 4-27-2015,,,Sterling Ranch Colorado Metropolitan District No. 7,6,1,,8390 E Crescent Pkwy Ste 500,Greenwood Village,66468,CO,80111,Sterling Ranch Colorado Metro. Dist. #7
-104.77639395819,39.5456422059282,Douglas County Open Data 4-27-2015,,Suite 500,Westcreek Metropolitan District No. 1,6,1,,1331 17th St.,Denver,65722,CO,80202,Westcreek Metropolitan District No. 1
-104.838168098826,39.5284910113434,Douglas County Open Data 4-27-2015,,c/o Clifton Larson Allen,Rampart Range Metropolitan District No. 6,6,1,,8390 E Crescent Pkwy Ste 500,Greenwood Village,18130,CO,80111,Rampart Range Metropolitan District #6
-104.974259831443,40.1478044301504,Weld Tax Districts 4-28-2015,,c/o Miller & Associates,Cottonwood Hollow Commercial Metropolitan District,6,1,,"1641 California Street, Suite 300",Denver,65347,CO,80202,Cottonwood Hollow Commercial Metro. Dist
-104.886477368643,39.3246821707172,Douglas County Open Data 4-27-2015,,c/o Folkestad Fazekas Barrick & Potoile,Dawson Ridge Metropolitan District No. 3,6,1,,"18 S. Wilcox Street, Suite 200",Castle Rock,18072,CO,80104,Dawson Ridge Metropolitan District No. 3
-104.753439829006,40.0026890499091,Weld Tax Districts 4-28-2015,,c/o Community Resource Services,Altamira Metropolitan District No. 1,6,1,,7995 E Prentice Ave Ste 103E,Greenwood Village,65409,CO,80111,Altamira Metropolitan District No. 1
-104.737036962598,40.6009836686338,Weld Tax Districts 4-28-2015,,,Ault Fire Protection District,8,1,,526 Maple Ave.,Eaton,62001,CO,80615,Ault Fire Protection District
-104.677129620557,40.2386663802464,Weld Tax Districts 4-28-2015,,,Beebe Draw Law Enforcement Authority,24,1,,1150 O Street,Greeley,62083,CO,80631,Beebe Draw Law Enforcement Authority
-104.675829356636,40.2321744733998,Weld Tax Districts 4-28-2015,,,Beebe Draw Farms Metropolitan District No. 1,6,1,Beebe Draw Farms Metropolitan District,"141 Union Blvd., Suite 150",Lakewood,62082,CO,80228-1898,Beebe Draw Farms Metro. District No. 1
-104.674391981757,40.2420629172335,Weld Tax Districts 4-28-2015,,,Beebe Draw Farms Metropolitan District No. 2,6,1,,"141 Union Blvd., Suite 150",Lakewood,62113,CO,80228-1898,Beebe Draw Farms Metro. District No. 2
-104.734562165034,40.0225723367034,Weld Tax Districts 4-28-2015,,c/o Miller & Associates,Blue Lake Metropolitan District No. 1,6,1,,"1641 California Street, Suite 300",Denver,65235,CO,80202,Blue Lake Metropolitan District No. 1
-104.996966260116,40.2076940513931,Weld Tax Districts 4-28-2015,,,Mead Place Metropolitan District No. 5,6,1,,10450 E 159th Ct,Brighton,66131,CO,80602,Mead Place Metropolitan District No. 5
-104.720813787873,40.0241654740652,Weld Tax Districts 4-28-2015,,c/o Miller & Associates,Blue Lake Metropolitan District No. 2,6,1,,"1641 California Street, Suite 300",Denver,65236,CO,80202,Blue Lake Metropolitan District No. 2
-104.734562165034,40.0225723367034,Weld Tax Districts 4-28-2015,,c/o Miller & Associates,Blue Lake Metropolitan District No. 3,6,1,,"1641 California Street, Suite 300",Denver,65237,CO,80202,Blue Lake Metropolitan District No. 3
-104.264908150409,40.6171092616131,Weld Tax Districts 4-28-2015,,,Briggsdale Fire Protection District,8,1,,95 Million Street,Briggsdale,62087,CO,80611,Briggsdale Fire Protection District
-104.758108761644,39.9966977988752,Hybrid Adams 6-25-15 Weld 4-28-15,,,Bromley Park Metropolitan District No. 2,6,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,01039,CO,80111-2814,Bromley Park Metropolitan District No. 2
-104.927821160759,40.0965169894345,Weld Tax Districts 4-28-2015,,"c/o White Bear Ankele, P.C.",Carriage Hills Metropolitan District,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65641,CO,80122,Carriage Hills Metropolitan District
-104.83374641478,40.3264699670052,Weld Tax Districts 4-28-2015,,c/o Seter & Vander Wall,Centennial Crossing Metropolitan District No. 1,6,1,,"7400 E. Orchard Road, #3300",Greenwood Village,65709,CO,80111,Centennial Crossing Metro. District #1
-104.839769761046,40.3220442837306,Weld Tax Districts 4-28-2015,,c/o Seter & Vander Wall,Centennial Crossing Metropolitan District No. 2,6,1,,7400 E. Orchard Road #3300,Greenwood Village,65710,CO,80111,Centennial Crossing Metro. District #2
-104.854659019699,40.3319493020354,Weld Tax Districts 4-28-2015,,c/o Seter and Vander Wall,Centennial Crossing Metropolitan District No. 3,6,1,,"7400 E. Orchard Road, #3300",Greenwood Village,65711,CO,80111,Centennial Crossing Metro. District #3
-104.86655193789,40.3046411866447,Weld Tax Districts 4-28-2015,,c/o Seter & Vander Wall,Centennial Crossing Metropolitan District No. 4,6,1,,"7400 E. Orchard Road, #3300",Greenwood Village,65712,CO,80111,Centennial Crossing Metro. District #4
-104.865802221149,40.3046279418286,Weld Tax Districts 4-28-2015,,c/o Seter & Vander Wall,Centennial Crossing Metropolitan District No. 5,6,1,,"7400 E. Orchard Road, #3300",Greenwood Village,65713,CO,80111,Centennial Crossing Metro. District #5
-104.865053799654,40.30461438598,Weld Tax Districts 4-28-2015,,c/o Seter & Vander Wall,Centennial Crossing Metropolitan District No. 6,6,1,,"7400 E. Orchard Road, #3300",Greenwood Village,65714,CO,80111,Centennial Crossing Metro. District #6
-104.864305378324,40.3046008247472,Weld Tax Districts 4-28-2015,,c/o Seter and Vander Wall,Centennial Crossing Metropolitan District No. 7,6,1,,"7400 E. Orchard Road, #3300",Greenwood Village,65715,CO,80111,Centennial Crossing Metro. District #7
-104.970497295184,40.1438120117319,Weld Tax Districts 4-28-2015,,c/o Miller & Associates,Cottonwood Hollow Residential Metropolitan District,6,1,,"1641 California Street, Suite 300",Denver,65348,CO,80202,Cottonwood Hollow Residential Metro. Dis
-104.859405135201,40.3036765681249,Weld Tax Districts 4-28-2015,,c/o Seter & Vander Wall,Centennial Crossing Metropolitan District No. 8,6,1,,"7400 E. Orchard Road, #3300",Greenwood Village,65716,CO,80111,Centennial Crossing Metro. District #8
-104.604572971484,40.1797859200749,Hybrid Weld 4-28-15 Adams 6-25-15,,District,Central Colorado Water Conservancy,18,1,,3209 West 28th Street,Greeley,64041,CO,80634,Central Colorado Water Conservancy
-104.715642021769,40.2744166846898,Weld Tax Districts 4-28-2015,www.cwcwd.com,,Central Weld County Water District,11,1,,2235 Second Avenue,Greeley,62005,CO,80631,Central Weld County Water District
-104.792457748527,40.4219986989743,Weld Tax Districts 4-28-2015,,"c/o Special District Management Services, Inc.",City Center West Commercial Metropolitan District,6,1,,"141 Union Boulevard, Suite 150",Lakewood,66049,CO,80228-1898,City Center W. Commercial Metro. Dist.
-104.950587336776,40.048422762441,Weld Tax Districts 4-28-2015,,"c/o Miller & Associates Law Offices, LLC",Dacono Estates Metropolitan District,6,1,,"1641 California Street, Suite 300",Denver,65453,CO,80202,Dacono Estates Metropolitan District
-104.876858135568,40.501704499064,Weld Tax Districts 4-28-2015,,,Clearview Library District,16,1,Windsor Library District,720 Third Street,Windsor,62078,CO,80550-5420,Clearview Library District
-105.034288168043,40.0483880812413,Weld Tax Districts 4-28-2015,,"c/o White Bear Ankele, P.C.",Colliers Hill Metropolitan District No. 1,6,1,DayBreak Metropolitan District No. 1,"2154 E. Commons Ave., Suite 2000",Centennial,66015,CO,80122,Colliers Hill Metropolitan District # 1
